clone,alt,depth,id
1,5,118,9dc4f5X1
1,5,107,9dc4f5X3
1,6,98,9dc500Xb
1,5,109,9dc516X9
0,26,90,9dc4ddX0
0,28,101,9dc4ddX1
0,29,109,9dc4ddX2
0,26,88,9dc4ddX3
0,44,106,9dc4ddX4
0,28,100,9dc4ddX5
0,37,102,9dc4ddX6
0,37,110,9dc4dfX0
0,31,100,9dc4dfX1
0,33,96,9dc4dfX2
0,27,88,9dc4dfX3
0,28,90,9dc4dfX4
0,35,98,9dc4dfX5
0,44,107,9dc4dfX6
0,37,100,9dc4dfX7
0,28,85,9dc4dfX8
0,31,88,9dc4dfX9
0,29,100,9dc4dfXa
0,28,88,9dc4dfXb
0,27,107,9dc4dfXc
0,26,79,9dc4dfXd
0,31,89,9dc4dfXe
0,33,106,9dc4dfXf
0,31,107,9dc4f0X0
0,34,116,9dc4f0X1
0,28,83,9dc4f0X2
0,50,123,9dc4f0X3
0,23,104,9dc4f0X4
0,26,101,9dc4f0X5
0,26,79,9dc4f0X6
0,31,112,9dc4f0X7
0,27,104,9dc4f0X8
0,23,90,9dc4f0X9
0,33,117,9dc4f7X0
0,38,110,9dc4f7X1
0,30,112,9dc4f7X2
0,27,85,9dc4f7X3
0,26,107,9dc4f7X4
0,29,107,9dc4f7X5
0,34,104,9dc4f7X6
0,32,106,9dc4f7X7
0,35,95,9dc4f7X8
0,36,106,9dc4f7X9
0,44,113,9dc4f7Xa
0,30,109,9dc4fbX0
0,27,101,9dc4fbX1
0,28,106,9dc4fbX2
0,33,110,9dc4fbX3
0,26,98,9dc4fbX4
0,18,82,9dc4fbX5
0,31,104,9dc4fbX6
0,36,112,9dc4fbX7
0,23,94,9dc4fbX8
0,21,81,9dc4fbX9
0,27,100,9dc4fbXa
0,29,102,9dc51cX0
0,27,104,9dc51cX1
0,25,81,9dc51cX2
0,36,100,9dc51cX3
0,23,108,9dc51cX4
0,30,101,9dc51cX5
0,31,95,9dc51cX6
0,30,105,9dc51cX7
0,38,120,9dc51cX8
0,25,93,9dc51cX9
0,25,108,9dc51cXa
0,19,98,9dc51cXb
0,26,104,9dc618X0
0,31,100,9dc618X1
0,22,103,9dc618X2
0,26,100,9dc618X3
0,26,83,9dc618X4
0,45,105,9dc618X5
0,24,84,9dc618X6
0,38,121,9dc8edX0
0,33,107,9dc8edX1
0,27,107,9dc8edX2
0,34,112,9dc8edX3
0,30,109,9dc8edX4
0,27,100,9dc8edX5
0,32,105,9dc8edX6
0,34,96,9dc8edX7
0,30,91,9dc8edX8
0,25,92,9dc8edX9
0,29,112,9dc8edXa
0,36,107,9dc8edXb
0,15,83,9dc947X0
0,26,101,9dc947X1
0,31,103,9dc947X2
0,18,99,9dc947X3
0,27,113,9dc947X4
0,25,101,9dc947X5
0,37,97,9dc947X6
0,22,94,9dc947X7
0,21,95,9dc947X8
0,28,101,9dc947X9
0,35,98,9dc947Xa
0,32,101,9dc947Xb
0,22,94,9dc947Xc
0,31,113,9dc947Xd
0,17,93,9dc947Xe
0,36,104,9dc969X0
0,25,90,9dc969X1
0,32,92,9dc969X2
0,30,95,9dc969X3
0,18,88,9dc969X4
0,26,93,9dc969X5
0,30,108,9dc969X6
0,25,87,9dc969X7
0,33,103,9dc969X8
0,24,98,9dc969X9
0,30,116,9dca3bX0
0,28,102,9dca3bX1
0,33,95,9dca3bX2
0,28,96,9dca3bX3
0,29,106,9dca3bX4
0,27,96,9dca3bX5
0,27,91,9dca3bX6
0,27,89,9dca3bX7
0,40,109,9dca3bX8
0,25,86,9dca3bX9
0,25,96,9dca3bXa
0,25,89,9dca3bXb
0,18,89,9dca3bXc
0,27,98,9dcb6aX0
0,26,99,9dcb6aX1
0,26,91,9dcb6aX2
0,22,93,9dcb6aX3
0,31,111,9dcb6aX4
0,23,96,9dcb6aX5
0,36,101,9dcb6aX6
0,33,86,9dcb6aX7
0,33,94,9dcb6aX8
0,30,88,9dcb6aX9
0,24,92,9dcc1fX0
0,27,106,9dcc1fX1
0,36,115,9dcc1fX2
0,30,98,9dcc1fX3
0,24,109,9dcc1fX4
0,30,101,9dce18X0
0,35,105,9dce18X1
0,29,95,9dce18X2
0,31,106,9dce18X3
0,19,88,9dce18X4
0,35,111,9dce18X5
0,33,99,9dce18X6
0,29,110,9dce18X7
0,28,113,9dce18X8
0,31,106,9dd0dfX0
0,26,106,9dd0dfX1
0,26,92,9dd0dfX2
0,29,101,9dd0dfX3
0,24,95,9dd0dfX4
0,20,101,9dd0dfX5
0,28,106,9dd0dfX6
0,28,110,9dd0dfX7
0,41,120,9dd0dfX8
0,26,98,9dd551X0
0,28,93,9dd551X1
0,31,110,9dd551X2
0,42,112,9dd551X3
0,27,109,9dd551X4
0,30,89,9dd551X5
0,22,87,9dd551X6
0,30,101,9dd551X7
0,22,94,9dd551X8
0,32,104,9dd551X9
0,34,105,9dd551Xa
0,30,100,9dd551Xb
0,31,94,9dd551Xc
0,32,104,9dd551Xd
0,25,96,9dd551Xe
0,32,106,9dd551Xf
0,34,113,9dd551X10
0,27,114,9dd551X11
0,32,90,9ddd4cX0
0,23,109,9ddd4cX1
0,22,99,9ddd4cX2
0,35,104,9ddd4cX3
0,31,100,9ddd4cX4
0,28,101,9ddd4cX5
0,35,109,9ddd4cX6
0,36,96,9ddd4cX7
0,21,102,9ddd4cX8
0,23,103,9ddd4cX9
2,23,84,9de6e4X0
2,30,107,9de6e4X1
2,44,117,9de6e4X2
2,36,109,9de6e4X3
2,15,84,9de6e4X4
2,30,109,9de6e4X5
2,29,100,9de6e4X6
2,11,92,9de938X0
2,19,104,9de938X1
2,13,86,9de938X2
2,19,114,9de938X3
2,16,104,9de938X4
2,16,85,9de938X5
2,12,95,9de938X6
2,12,93,9de938X7
2,12,96,9de938X8
2,12,85,9de938X9
2,17,124,9df848X0
2,10,89,9df848X1
2,14,99,9df848X2
2,11,106,9df848X3
2,20,93,9df848X4
2,8,101,9df848X5
2,10,100,9df848X6
2,8,99,9df848X7
2,8,89,9df848X8
2,17,107,9df848X9
2,19,100,9df848Xa
2,14,121,9df848Xb
2,16,108,9df848Xc
2,10,97,9df99aX0
2,8,106,9df99aX1
2,12,92,9df99aX2
2,13,101,9df99aX3
2,18,101,9df99aX4
2,21,122,9df99aX5
2,16,97,9df99aX6
2,9,105,9dfe9dX0
2,13,96,9dfe9dX1
2,8,113,9dfe9dX2
2,11,105,9dfe9dX3
2,15,85,9dfe9dX4
2,9,103,9dfe9dX5
2,5,84,9dfe9dX6
2,11,100,9dfe9dX7
2,20,116,9dfe9dX8
2,15,102,9dfe9dX9
2,12,107,9e0184X0
2,13,86,9e0184X1
2,8,94,9e0184X2
2,12,93,9e0184X3
2,13,109,9e0184X4
2,10,110,9e0184X5
2,12,109,9e0184X6
2,9,110,9e0184X7
2,13,92,9e0184X8
2,13,92,9e0184X9
2,14,88,9e0184Xa
2,9,99,9e0184Xb
2,11,100,9e0184Xc
2,7,110,9e0614X0
2,5,121,9e0614X1
2,5,97,9e0614X3
2,6,111,9e0614X4
2,6,93,9e0614X9
2,5,112,9e290dX3
2,6,96,9e290dX4
2,8,98,9e290dX5
2,5,118,9e2ac2X1
2,6,90,9e2ac2X3
2,5,110,9e2ac2X5
2,5,111,9e322aX0
2,6,125,9e322aX2
2,5,110,9e322aX4
2,5,111,9e322aX5
2,5,99,9e322aX6
2,6,122,9e5421X3
2,7,107,9e0615X1
2,5,109,9e0615X4
2,5,113,9e0615X5
2,8,103,9e0615X6
2,6,87,9e0615X7
2,10,94,9e0fa1X0
2,7,97,9e0fa1X2
2,6,92,9e0fa1X3
2,8,94,9e0fa1X4
2,6,100,9e1144X7
2,7,103,9e1144Xd
2,5,105,9e1144Xe
2,5,92,9e24d3X9
2,5,115,9e1145X0
2,10,83,9de939X0
2,14,100,9de939X1
2,26,89,9de939X2
2,15,100,9de939X3
2,11,95,9de939X4
2,14,96,9de939X5
2,14,88,9de939X6
2,13,122,9de939X7
2,17,87,9de939X8
2,11,92,9de939X9
2,20,103,9de939Xa
2,19,80,9de9b4X0
2,20,106,9de9b4X1
2,10,100,9de9b4X2
2,16,117,9de9b4X3
2,11,111,9de9b4X4
2,18,113,9de9b4X5
2,11,111,9de9b4X6
2,17,109,9de9b4X7
2,12,116,9de9b4X8
2,18,97,9de9b4X9
2,16,102,9df497X0
2,12,114,9df497X1
2,8,90,9df497X2
2,10,91,9df497X3
2,16,109,9df497X4
2,15,98,9df497X5
2,7,86,9df497X6
2,16,107,9df497X7
2,12,102,9df7fcX0
2,10,85,9df7fcX1
2,11,88,9df7fcX2
2,9,113,9df7fcX3
2,8,85,9df7fcX4
2,17,110,9df7fcX5
2,15,100,9df7fcX6
2,9,108,9df7fcX7
2,9,72,9df7fcX8
2,14,105,9df7fcX9
2,8,105,9df7fcXa
2,7,92,9df7fcXb
2,9,97,9dff78X0
2,9,85,9dff78X1
2,12,114,9dff78X2
2,9,112,9dff78X3
2,7,102,9dff78X4
2,8,102,9dff78X5
2,11,106,9dff78X6
2,10,88,9e0691X0
2,9,88,9e0691X1
2,10,94,9e0691X2
2,10,102,9e0691X3
2,12,101,9e0691X4
2,7,94,9e0691X5
2,7,119,9e0691X6
2,14,97,9e0691X7
2,9,115,9e0691X8
2,12,100,9e0691X9
2,10,98,9e0691Xa
2,11,76,9e0691Xb
2,11,104,9e0691Xc
2,8,90,9e0dbaX0
2,9,104,9e0dbaX1
2,9,104,9e0dbaX2
2,13,95,9e0dbaX3
2,14,111,9e0dbaX4
2,9,102,9e0dbaX5
2,10,91,9e0dbaX6
2,6,103,9e0dbaX7
2,5,110,9e0dbaX8
2,6,106,9e0e23X0
2,6,103,9e0e23X4
2,7,110,9e175eX0
2,10,98,9e175eX2
2,6,82,9e175eX3
2,7,82,9e175eX8
2,7,114,9e1974X0
2,8,100,9e1974X2
2,5,89,9e1974X7
2,9,98,9e1b57X9
2,5,91,9e1b57Xd
2,5,99,9e1b57Xf
2,5,100,9e1d6fXb
2,6,106,9e2694Xa
2,5,96,9e0e24X8
2,7,98,9e0f8fX4
2,5,93,9e0f8fX5
2,7,107,9e0f8fX6
2,5,99,9e0f8fX8
2,6,99,9e0f8fX9
2,5,91,9e0f8fXb
2,5,123,9e0f8fXc
2,5,107,9e12bcX6
2,6,118,9e12bcXc
2,6,112,9e1a3aX4
2,5,105,9e23b5X1
2,6,113,9e2e50X2
2,5,98,9df7fdX2
2,5,120,9df7fdX5
