clone,alt,depth,id
1,23,101,4663092X7
1,18,78,4663092X8
1,27,106,4663092X9
1,21,88,466309dX0
1,15,114,466309dX1
1,25,99,466309dX2
1,19,88,466309dX3
1,16,79,466309dX4
1,19,84,466309dX5
1,24,109,466309dX6
1,19,116,466309dX7
1,30,110,466309dX8
1,21,118,466309dX9
1,23,99,466309dXa
1,21,100,466309dXb
1,19,89,466309dXc
1,22,107,466309dXd
1,22,105,466309dXe
1,15,84,4663107X0
1,20,90,4663107X1
1,16,100,4663107X2
1,21,95,4663107X3
1,12,74,4663107X4
1,20,92,4663107X5
1,24,101,4663107X6
1,21,103,4663107X7
1,20,101,4663188X0
1,23,94,4663188X1
1,17,85,4663188X2
1,26,105,4663188X3
1,17,102,4663188X4
1,24,107,46632b5X0
1,25,101,46632b5X1
1,19,100,46632b5X2
1,29,117,46632b5X3
1,25,116,46632b5X4
1,25,105,46632b5X5
1,19,86,46632b5X6
1,25,102,46632b5X7
1,19,105,46632b5X8
1,25,79,46632b5X9
1,30,105,46632b5Xa
1,10,91,46632d7X0
1,5,112,46632d7X1
1,7,101,46632d7X2
1,10,105,46632d7X3
1,9,92,46632d7X4
1,18,102,46632d7X5
1,10,104,46632d7X6
1,11,90,46632d7X7
1,11,93,46632d7X8
1,8,97,4663348X0
1,18,93,4663348X1
1,12,105,4663348X2
1,8,89,4663348X3
1,10,92,4663348X4
1,8,88,4663348X5
1,11,102,4663348X6
1,16,106,46634a8X0
1,8,103,46634a8X1
1,8,96,46635c0X0
1,17,88,46635c0X1
1,18,121,46635c0X2
1,18,88,46635c0X3
1,19,114,46635c0X4
1,21,108,46635c0X5
1,11,92,46635c0X6
1,9,105,46635c0X7
1,11,78,46635c0X8
1,10,105,46635c0X9
1,14,110,46635c0Xa
1,5,99,46640e6X7
1,5,105,46640e6X9
1,8,96,466438fX9
1,5,98,466523dX0
1,5,104,4663611X0
1,14,92,4663611X1
1,7,99,4663611X2
1,9,100,4663611X3
1,11,102,4663611X4
1,5,97,4663611X5
1,8,99,4663611X6
1,11,110,4663611X7
1,11,106,4663611X8
1,10,94,4663631X0
1,11,104,4663631X1
1,10,105,4663631X2
1,9,84,4663631X3
1,12,103,4663631X4
1,13,85,46636f2X0
1,12,105,46636f2X1
1,11,91,46636f2X2
1,10,99,46636f2X3
1,14,103,46636f2X4
1,9,83,46636f2X5
1,10,102,46636f2X6
1,7,97,46636f2X7
1,10,84,46636f2X8
1,9,92,46639afX0
1,16,96,46639afX1
1,8,110,46639afX2
1,12,105,46639afX3
1,12,91,46639afX4
1,12,119,46639afX5
1,13,106,46639afX6
1,8,99,46639afX7
1,13,103,46639afX8
1,9,92,46639afX9
1,8,122,4663d03X0
1,8,100,4663d03X1
1,10,108,4663d03X2
1,12,101,4663d03X3
1,10,95,4663d03X4
1,6,99,4663d03X5
1,8,105,4663d03X6
1,11,108,4663ee3X0
1,14,111,4663ee3X1
1,9,122,4663ee3X2
1,15,97,4663ee3X3
1,12,103,4663ee3X4
1,14,109,4663ee3X5
1,5,94,4664c7dX0
1,10,102,4664c7dX1
1,11,111,4664c7dX2
1,9,83,4664c7dX3
1,11,89,4664c7dX4
1,16,120,4664c7dX5
1,12,117,4664c7dX6
1,8,90,4664c7dX7
1,8,99,4664c7dX8
1,9,93,4664c7dX9
1,8,101,466538dX0
1,17,116,466538dX1
1,11,103,466538dX2
1,9,93,466538dX3
1,8,106,466538dX4
1,16,98,466538dX5
1,11,102,46659ffX0
1,8,107,46659ffX1
1,12,99,46659ffX2
1,13,85,46659ffX3
1,8,102,46659ffX5
1,12,99,4665c64X0
1,12,107,4665c64X1
1,9,89,4665c64X2
1,14,94,4665c64X3
1,6,102,4665c64X5
1,12,92,4665c64X6
1,10,89,4665c64X7
1,10,102,4665c64X8
1,13,108,4665c64X9
1,10,106,4665c64Xa
1,11,103,4665c64Xb
1,11,88,4665fedX0
1,10,92,4665fedX1
1,14,92,4665fedX2
1,6,101,4665fedX3
1,7,107,4665fedX4
1,7,110,4665fedX5
1,13,118,4665fedX6
1,11,95,4665fedX8
1,12,96,4665fedX9
1,10,94,4665fedXa
1,11,104,466763cX0
1,7,100,466763cX1
1,13,100,466763cX2
1,12,107,466763cX3
1,9,94,4668716X0
1,11,93,4668716X1
1,12,80,4668716X2
1,13,99,4668716X3
1,11,89,4668716X4
1,7,103,4668716X5
1,9,77,4668716X6
1,10,99,4668716X7
1,8,98,4668716X8
1,9,108,46698aaX2
1,5,103,46698aaX6
1,7,120,46698aaXa
1,5,91,4669f68X0
1,5,95,4669f68X1
1,7,105,4669f68X2
1,9,111,4669f68X4
1,8,110,466a9c4X0
1,5,82,466a9c4X1
1,7,92,466a9c4X2
1,9,104,466a9c4X3
1,7,81,466a9c4X4
1,8,82,466a9c4X6
1,7,99,466a9c4X7
1,8,90,466a9c4X8
1,6,104,466b262X1
1,8,85,466b262X2
1,6,80,466b262X3
1,7,81,466b262X4
1,9,106,466b262X5
1,8,116,466b262X6
1,6,105,466b262X8
1,6,105,466b262X9
1,6,90,466b262Xd
1,8,107,466b262Xf
1,5,112,466b96eX1
1,9,116,466b96eX4
1,5,100,466b96eX5
1,5,88,466b96eX6
1,6,93,466b96eX8
1,7,97,466e94cX0
1,5,93,466e94cX3
1,5,106,466e94cX4
1,5,83,466e94cX5
1,8,106,466e94cX8
1,8,108,466e94cX9
1,9,100,466e94cXa
1,6,120,466e94cXd
1,5,105,466fa29X0
1,7,108,466fa29X2
1,8,106,466fa29X5
1,8,114,466fa29X6
1,5,105,466fa29X8
1,5,83,466ffe6X0
1,6,95,466ffe6X1
1,5,112,466ffe6X3
1,6,111,466ffe6X4
1,7,114,466ffe6X5
1,7,107,466ffe6X6
1,7,111,466ffe6X9
1,6,106,4671beeX2
1,7,100,4671beeX4
1,6,85,4671beeX6
1,8,98,4671beeX8
1,5,96,4671beeX9
1,6,103,4671beeXb
1,6,124,4673183X3
1,11,106,4673183X6
1,8,88,4673490X0
1,6,84,4673490X1
1,8,97,4673490X3
1,5,89,4673490X4
1,5,90,4673490X8
1,11,109,467724dX1
1,5,103,467724dX4
1,6,110,467724dX6
1,5,91,467724dX7
1,9,110,467724dX8
1,6,90,467724dX9
1,6,95,46783cfX1
1,6,100,46783cfX3
1,7,106,46783cfX5
1,5,115,46783cfX6
1,6,102,46783cfX8
1,5,108,46783cfX9
1,5,93,46783cfXb
1,10,118,46783cfXc
1,5,99,46783cfXd
1,5,103,467ac00X1
1,5,114,467ac00X4
1,7,94,467ac00X6
1,6,108,467ac00X7
1,6,95,467ac00X8
1,7,99,467ac00Xa
1,7,98,467d5d1X3
1,7,109,467d5d1X5
1,5,99,467f700X2
1,9,111,467f700X3
1,7,115,467f700X7
1,10,105,4680b95X5
1,5,95,4680b95X8
1,5,108,4680b95X9
1,7,85,4680ed6X5
1,9,105,4680ed6X7
1,8,101,4680ed6X9
1,5,85,468795bX1
1,7,117,468795bX2
1,6,99,468795bX4
1,5,94,468795bX5
1,5,94,468795bX7
1,5,100,4688a74X3
1,5,77,4688a74X4
1,5,98,4688c4fX0
1,7,108,4688c4fX3
1,6,99,4688c4fX7
1,6,77,468e23fX5
1,6,85,468e23fXa
1,6,88,4695f77X4
1,6,112,4695f77X5
1,6,100,469a474X3
1,5,107,469a474X4
1,9,117,469a9f0X2
1,6,117,469a9f0X4
1,7,91,469a9f0X5
1,6,97,469a9f0X7
1,7,98,469c4b5X5
1,6,107,469c4b5X6
1,5,103,469c4b5Xc
1,5,86,46a3273X1
1,5,104,46a3273X4
1,7,109,46aae9dX1
1,5,105,46aae9dX4
1,5,95,46aae9dX7
1,5,99,46b2204X2
1,5,105,46b2204Xb
1,5,87,467d4a6Xd
1,5,102,468493cXa
1,6,124,4694a67X6
1,5,96,46b394aX4
1,8,99,46698abX1
1,5,103,46698abX3
1,11,118,46698abX5
1,5,113,46698abX7
1,7,99,46698abX8
1,5,98,4669970X0
1,6,106,4669970X3
1,7,105,4669970X4
1,6,94,4669970X6
1,6,108,4669970X7
1,5,117,466cb08X0
1,7,81,466cb08X1
1,5,118,466cb08X2
1,8,107,466cb08X3
1,7,114,466cb08X4
1,8,100,466cb08X7
1,5,87,466cb08X8
1,6,78,466cb08X9
1,6,116,466cb08Xc
1,5,111,466cb08Xe
1,6,117,466ce29X1
1,7,110,466d35eX3
1,5,109,466d35eX5
1,6,96,466d35eX6
1,7,110,466e091X0
1,6,122,466e091X2
1,6,95,466e091X3
1,9,90,466e091Xb
1,5,99,466f5ecX0
1,10,101,466f5ecX1
1,6,79,466f5ecX2
1,5,84,466f5ecX4
1,8,100,466f5ecX8
1,8,113,466f5ecXa
1,5,109,46704c1X1
1,5,115,46704c1X3
1,8,95,46704c1X5
1,6,87,46704c1X7
1,5,97,46704c1X9
1,7,100,46704c1Xb
1,5,86,46704c1Xc
1,7,104,46704c1Xe
1,7,88,46704c1Xf
1,7,106,46720f8X2
1,5,99,46720f8X5
1,5,118,46720f8X7
1,7,81,46720f8X8
1,7,97,467447aX0
1,11,98,467447aX1
1,5,94,467447aX4
1,6,115,4675505X0
1,7,118,4675505X1
1,6,89,4675505X2
1,5,124,4675505X5
1,7,95,4677904X1
1,5,103,4677904X2
1,8,112,4677904X8
1,5,120,4677904X9
1,7,101,467a373X0
1,5,96,467a373X3
1,5,81,467a373X6
1,8,92,467a373X9
1,6,101,467a373Xa
1,6,104,467a373Xb
1,5,94,467a373Xd
1,12,124,467a373Xe
1,5,83,467a373Xf
1,8,106,46818a8X5
1,6,94,46818a8X7
1,9,100,4685c19X1
1,7,105,4685c19X2
1,5,110,4685c19X6
1,5,82,4685c19X7
1,6,104,4685c19X9
1,7,109,4685c19Xa
1,6,88,4685c19Xb
1,7,95,4685c19Xd
1,8,95,4685c19Xe
1,8,104,46883f2X0
1,5,85,46883f2X2
1,6,94,46883f2X3
1,6,113,468911dX0
1,5,100,468911dX1
1,6,99,468911dX2
1,7,112,468911dX4
1,8,94,468911dX6
1,6,102,468911dX7
1,5,111,468911dX8
1,6,120,468fddaX0
1,7,89,468fddaX2
1,5,88,468fddaX4
1,8,110,468fddaX5
1,7,87,468fddaX6
1,13,105,468fddaX7
1,6,102,468fddaX9
1,6,85,46900fcX3
1,5,94,46900fcX5
1,9,98,46900fcX7
1,7,97,46900fcXa
1,6,115,4692222X0
1,8,87,4692222X1
1,8,118,4692222X2
1,7,112,4692222X3
1,8,116,4692222X7
1,6,78,4692222X8
1,6,106,4692222X9
1,5,88,4692222Xb
1,6,114,4692222Xc
1,8,113,4692222Xd
1,5,117,4692222Xe
1,5,89,46930b4X3
1,5,108,46930b4X4
1,5,104,46930b4X5
1,5,81,46930b4X6
1,7,125,46930b4X7
1,7,110,46930b4X8
1,5,103,46930b4Xa
1,5,112,46946d7X0
1,6,112,46946d7X1
1,6,109,46946d7X3
1,7,117,46946d7X9
1,6,115,46946d7Xe
1,5,104,469a227X2
1,7,112,469a227Xb
1,6,113,46a8aaeX0
1,6,93,46a8aaeX2
1,6,116,46a8aaeX3
1,6,107,46a8aaeX5
1,5,127,46a8aaeX6
1,6,85,46a8aaeXa
1,6,114,46a8aaeXb
1,5,99,46aa329X0
1,6,94,46aa329X2
1,7,116,46aa329X3
1,6,116,46aa329X7
1,5,117,46b8ae7X6
1,5,88,46b8ae7X8
1,5,109,46ceb3bX4
1,5,83,46ceb3bX9
1,6,81,46ceb3bXa
1,7,106,46ceb3bXb
1,5,92,46deccdX9
1,6,114,46e23ecX2
1,5,92,46e23ecX7
1,7,108,46f8523X8
1,6,103,46fa76eX0
1,6,102,4710175X3
1,6,104,471a065X1
1,8,103,471a065X5
1,8,99,471e5bbXb
1,6,102,4748764X7
1,5,111,46a6ad3X3
1,5,99,46dd957Xa
1,10,100,46632d8X0
1,7,101,46632d8X1
1,14,117,46632d8X2
1,10,107,46632d8X3
1,6,94,46632d8X4
1,10,91,46632d8X5
1,9,93,46632d8X6
1,10,96,46632d8X7
1,10,89,46632d8X8
1,6,97,46632d8X9
1,6,97,4663319X0
1,5,107,4663319X3
1,7,93,46635dcX1
1,6,113,46635dcX2
1,8,111,46635dcX6
1,6,103,46635dcX7
1,6,105,4663a13X0
1,6,94,4663a13X2
1,8,113,46644c7X0
1,8,96,46644c7X2
1,6,104,46644c7X3
1,5,109,46644c7X4
1,6,98,46644c7X5
1,8,114,46644c7X8
1,13,104,46644c7X9
1,5,101,46644c7Xa
1,7,116,4665257X1
1,7,109,4665257X5
1,7,123,4665257X6
1,6,101,4665257X7
1,6,77,4665257X9
1,6,95,4665257Xa
1,5,106,46654cfX0
1,6,112,46654cfX1
1,5,95,46654cfX4
1,5,121,46654cfX5
1,6,94,46654cfX6
1,10,106,46654cfX7
1,7,104,46654cfX8
1,10,100,46654cfX9
1,7,102,46654cfXa
1,10,107,4665637X0
1,6,108,4665637X1
1,6,99,4665637X3
1,6,96,4665637X5
1,5,104,4665637X6
1,6,115,4665637X7
1,5,109,4665637X9
1,10,114,4665637Xa
1,7,106,4666309X3
1,5,95,4666309X4
1,9,110,4666309X6
1,5,104,4666309X7
1,8,102,466660aX0
1,6,101,466660aX1
1,6,112,466660aX6
1,8,112,466660aX8
1,7,104,466660aX9
1,8,97,466660aXb
1,7,109,466660aXc
1,7,112,466660aXd
1,8,112,4666d52X2
1,5,82,4666d52X3
1,6,92,4666d52X6
1,12,125,4666d52X7
1,6,120,4666d52X8
1,5,92,4666eedX1
1,5,93,4666eedX2
1,6,88,4666eedX3
1,6,91,4666eedX7
1,7,99,4666eedX8
1,6,91,46674d6X1
1,10,99,46674d6X2
1,5,100,46674d6X3
1,5,103,46674d6X4
1,5,115,46674d6X5
1,6,114,46674d6X7
1,6,94,466779bX0
1,10,90,466779bX1
1,8,111,466779bX2
1,9,94,466779bX5
1,11,108,46677d6X1
1,5,113,46677d6X2
1,7,105,46677d6X3
1,6,119,46677d6X5
1,7,99,46677d6X8
1,5,113,46677d6Xb
1,6,114,46677d6Xc
1,5,99,46677d6Xd
1,5,96,466856dX4
1,5,107,4668876X0
1,6,98,4668876X3
1,7,83,4668876X4
1,5,100,4668876X8
1,5,106,4668876X9
1,6,94,4669cc2X1
1,8,107,4669cc2X2
1,5,110,4669cc2X3
1,6,110,4669cc2X5
1,7,108,4669cc2X7
1,6,112,4669cc2X8
1,7,95,466a74aX0
1,5,98,466a74aX3
1,8,128,466a74aX6
1,7,104,466a74aX7
1,5,85,466bb7fX1
1,6,97,466bb7fX3
1,9,113,466bb7fX4
1,7,112,466bb7fX6
1,7,95,466bb7fX8
1,8,111,466ccf0X0
1,6,97,466ccf0X1
1,7,104,466ccf0X2
1,6,85,466ccf0X3
1,7,116,466ccf0X4
1,6,103,466ccf0X5
1,5,92,466ccf0X6
1,8,104,466ccf0X7
1,6,97,466ccf0X9
1,5,67,466ccf0Xa
1,10,122,466ccf0Xb
1,6,112,466d894X0
1,6,99,466d894X1
1,8,109,466d894X3
1,5,103,466d894X6
1,10,96,466d894X9
1,8,106,466d894Xb
1,7,96,466d894Xc
1,5,117,466e386X5
1,5,93,466f6d2X3
1,5,104,466fbc7X7
1,6,90,4671b8dX2
1,5,104,468879eX4
1,6,98,466efa3X4
1,5,105,4670776X3
1,6,98,4670776X6
1,5,103,4670830X7
1,6,114,4671685X2
1,5,114,4671685X8
1,6,114,467320aX1
1,5,99,4679142X6
1,5,105,467fd86X7
1,5,106,467fde8X4
1,5,110,467fde8X5
1,6,109,467fde8X7
1,5,113,466331aX0
1,7,101,466331aX4
1,5,106,466331aX6
1,6,110,466331aX7
1,6,104,4663509X5
1,5,97,4663509X9
1,6,95,4663acaX2
1,8,94,4663acaX5
1,5,110,4663acaX9
1,5,100,4663b43X5
1,8,97,4663b43X7
1,6,92,4663b43X8
1,6,95,4663e0cX5
1,7,117,4663e0cX7
1,6,112,4663f5dX1
1,9,82,4663f5dX4
1,5,102,4663f5dX7
1,5,113,4664230X1
1,5,98,4664230X5
1,5,82,466424cX7
1,5,95,4664263X0
1,5,80,4664263X5
1,5,105,4664263Xb
1,5,101,46643a3X3
1,7,117,46643a3X5
1,7,97,46644e6X2
1,7,102,46644e6X3
1,5,101,46649fcX1
1,6,99,46649fcX4
1,5,98,46649fcX8
1,7,94,4665c41X2
1,7,95,4665debX3
1,7,113,4665debX7
1,5,115,4665debX9
1,5,101,4665fa1X4
1,5,109,4665fa1X7
1,9,114,4665fe8X0
1,5,110,4665fe8X1
1,5,91,4665fe8X2
1,5,88,467f57aX8
1,7,99,466624aX4
0,7,95,466308cX0
0,13,95,466308cX1
0,15,95,466308cX2
0,23,109,466308cX3
0,18,107,466308fX0
0,21,90,466308fX1
0,16,111,466308fX2
0,18,101,466308fX3
0,21,90,466308fX4
0,18,96,466308fX5
0,22,100,466308fX6
0,21,90,466308fX7
0,13,104,466308fX8
0,15,107,466308fX9
0,12,114,466308fXa
0,23,104,46630a0X0
0,18,104,46630a0X1
0,20,99,46630a0X2
0,24,101,46630a0X3
0,20,114,46630a0X4
0,13,99,46630a0X5
0,22,109,46630a0X6
0,23,116,46630a0X7
0,20,94,46630a0X8
0,19,103,46630a0X9
0,19,111,46630a0Xa
0,14,104,46630a0Xb
0,13,95,46630a7X0
0,21,92,46630a7X1
0,18,104,46630a7X2
0,21,77,46630a7X3
0,25,100,46630a7X4
0,19,116,46630a7X5
0,14,85,46630a7X6
0,25,127,46630b4X0
0,18,108,46630b4X1
0,17,86,46630b4X2
0,19,100,46630b4X3
0,11,90,46630b4X4
0,24,98,46630b4X5
0,19,104,46630b4X6
0,11,96,46630b7X0
0,13,93,46630b7X1
0,18,89,46630b7X2
0,13,99,46630b7X3
0,18,103,46630b7X4
0,19,100,46630b7X5
0,27,115,46630b7X6
0,19,106,46630b7X7
0,8,83,46630b7X8
0,21,101,46630b7X9
0,21,123,46630b7Xa
0,18,104,46630b7Xb
0,22,100,46630b7Xc
0,14,77,46630b7Xd
0,23,96,46630b7Xe
1,12,94,46630bbX0
1,14,95,46630bbX1
1,12,105,46630bbX2
1,23,115,46630bbX3
1,23,106,46630bbX4
1,15,112,46630bbX5
1,21,102,46630bbX6
1,19,88,46630bbX7
1,16,99,46630bbX8
1,14,96,46630bbX9
1,23,90,46630d0X0
1,10,97,46630d0X1
1,20,98,46630d0X2
1,17,93,46630d8X0
1,19,102,46630d8X1
1,15,98,46630d8X2
1,12,91,46630d8X3
1,14,95,46630d8X4
1,18,91,46630d8X5
1,27,105,46630d8X6
1,9,106,466310bX0
1,9,110,466310bX2
1,7,108,4663128X0
1,10,107,4663128X2
1,6,93,4663128X4
1,5,113,4663128X9
1,5,80,4663128Xa
1,6,98,4663128Xc
1,5,112,4663128Xd
1,6,111,4663128Xe
1,5,102,4663138X0
1,5,112,4663138X1
1,5,94,4663138X2
1,6,97,4663138X6
1,5,109,466316bX4
1,5,91,466316bX6
1,6,100,466316bX7
1,7,90,466316bX8
1,6,114,4663179X0
1,7,89,4663179X1
1,7,110,4663179X3
1,5,89,4663179X6
1,7,122,4663179X8
1,6,94,4663179Xa
1,6,101,4663179Xb
1,6,100,4663179Xc
1,5,109,4663383X1
1,6,91,4663383X3
1,5,106,4663383X6
1,8,94,4663383X9
1,5,106,4663383Xb
1,5,93,4663383Xc
1,6,102,4663543X3
1,6,104,4663543X4
1,5,101,4663543X5
1,6,101,4663543X8
1,9,106,4663574X2
1,5,86,4663574X4
1,5,93,4663643X3
1,6,108,4663643X4
1,5,104,4663643X6
1,7,108,4663643Xb
1,5,114,466368dX0
1,5,102,466368dX2
1,6,97,466368dX6
1,6,88,466368dX7
1,6,106,4663969X2
1,5,91,4663969X3
1,5,97,4663969X6
1,7,112,4663969Xa
1,5,83,4663969Xc
1,5,94,4663c12X1
1,8,108,4663c12X3
1,7,96,4663c12X4
1,6,99,4663c12X5
1,7,106,4663c12Xb
1,7,92,46640dfX3
1,7,96,46640dfX4
1,5,108,46640dfX6
1,5,99,4664db7X0
1,8,96,4664db7X1
1,8,99,4664db7X2
1,6,80,4664db7X7
1,6,84,46655b3X2
1,5,118,46655b3X4
1,7,118,46655b3X6
1,6,82,46655b3X7
1,6,94,466561cX1
1,7,86,466561cX2
1,6,88,466561cX4
1,7,100,466561cX7
1,8,102,4665ca8X0
1,6,111,4666424X0
1,5,105,4666424X1
1,7,97,4666424X4
1,6,105,4666424X5
1,5,100,4666424X6
1,5,116,4666698X1
1,5,89,4666698X2
1,7,108,4666698X3
1,7,82,4666698X5
1,7,103,4666fcbX5
1,6,94,4666fcbX6
1,5,92,4666fcbX7
1,6,112,466757fX3
1,5,109,4668ab0X0
1,5,105,4668ab0X3
1,5,93,466a7b4X5
1,5,113,46711b4X8
1,5,99,466ba33Xb
1,5,116,466ddd6X2
1,15,106,466310cX0
1,14,109,466310cX1
1,13,110,466310cX2
1,14,106,466310cX3
1,8,91,466310cX4
1,14,95,466310cX5
1,16,86,4663162X0
1,14,100,4663162X1
1,15,112,4663162X2
1,14,110,4663162X3
1,8,96,4663162X4
1,12,87,4663162X5
1,15,110,46631bbX0
1,13,86,46631bbX1
1,18,95,46631bbX2
1,10,87,46631bbX3
1,13,96,46631bbX4
1,8,88,46631bbX5
1,17,106,46631bbX6
1,10,102,4663213X0
1,9,97,4663213X1
1,13,98,4663213X2
1,9,103,4663213X3
1,14,111,4663213X4
1,13,102,4663213X5
1,17,102,4663213X6
1,11,92,4663213X7
1,8,76,4663213X8
1,14,104,466327dX0
1,12,94,466327dX1
1,10,105,466327dX2
1,12,114,466327dX3
1,17,112,466327dX4
1,16,101,466327dX5
1,13,111,466327dX6
1,12,88,466327dX7
1,18,102,466327dX8
1,12,96,466327dX9
1,12,98,466327dXa
1,14,91,466327dXb
1,11,105,466327dXc
1,13,117,466327dXd
1,9,86,466327dXe
1,14,106,4663323X0
1,16,97,4663323X1
1,8,74,4663323X2
1,11,108,4663323X3
1,13,97,4663323X4
1,13,94,4663323X5
1,19,100,46637bbX0
1,22,114,46637bbX1
1,13,111,46637bbX2
1,12,100,46637bbX3
1,15,103,46637bbX4
1,15,103,46637bbX5
1,11,103,46637bbX6
1,13,99,46637bbX7
1,10,91,46637bbX8
1,15,96,46637bbX9
1,16,86,46637bbXa
1,7,93,46637bbXb
1,10,116,46637bbXc
1,21,103,46637bbXd
1,15,97,4663932X0
1,16,96,4663932X1
1,17,116,4663932X2
1,15,117,4663932X3
1,15,83,4663932X4
1,15,106,4663932X5
1,6,88,4664041X0
1,16,98,4664041X1
1,22,111,4664041X2
1,6,99,4664041X3
1,10,81,4664041X4
1,14,107,4664041X5
1,14,94,4664041X6
1,9,95,4664041X7
1,18,116,4664041X8
1,17,110,4664041X9
1,8,95,4664041Xa
1,17,109,4664041Xb
1,13,91,4664041Xc
1,12,85,4664041Xd
1,12,95,4664041Xe
1,9,113,4664041Xf
1,11,96,4664041X10
1,11,106,46640f8X0
1,13,91,46640f8X1
1,13,100,46640f8X2
1,18,104,46640f8X3
1,10,99,46640f8X4
1,15,122,46640f8X5
1,14,102,46640f8X6
1,7,102,46640f8X7
1,11,98,46640f8X8
1,11,84,46642b2X0
1,12,95,46642b2X1
1,12,95,46642b2X2
1,9,91,46642b2X3
1,13,97,46642b2X4
1,15,97,46642b2X5
1,12,96,46642b2X6
1,5,101,46642b2X7
1,9,125,4664598X0
1,15,107,4664598X1
1,18,114,4664598X2
1,16,91,4664598X3
1,14,98,4664598X4
1,15,97,4664598X5
1,10,98,4664598X6
1,14,96,4664598X7
1,17,110,4664598X8
1,19,113,4664598X9
1,21,115,4664598Xa
1,15,91,466461aX0
1,12,89,466461aX1
1,14,102,466461aX2
1,19,112,466461aX3
1,18,99,466461aX4
1,12,113,466461aX5
1,17,110,466461aX6
1,12,107,466461aX7
1,12,97,466461aX8
1,10,81,466461aX9
1,14,100,466461aXa
1,17,97,4664676X0
1,8,94,4664676X1
1,8,84,4664676X2
1,10,91,4664676X3
1,11,85,4664676X4
1,16,104,4664676X5
1,17,100,4664676X6
1,11,106,4664676X7
1,5,93,46655dbX0
1,15,105,46655dbX1
1,12,89,46655dbX2
1,11,94,46655dbX3
1,8,91,46655dbX4
1,11,102,466572fX0
1,8,109,466572fX1
1,10,116,466572fX2
1,10,83,466572fX3
1,24,114,466572fX4
1,10,100,466572fX5
1,15,98,466572fX6
1,17,120,466572fX7
1,8,77,466572fX8
1,19,105,466572fX9
1,15,103,466572fXa
1,14,99,466572fXb
